"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value","Flag and Footnotes"
"2012","European Union (current composition)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,481.3365","s"
"2012","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","8,040.0582",""
"2012","Bulgaria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,999.78943",""
"2012","Czechia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,034.33478",""
"2012","Denmark","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","14,755.03471",""
"2012","Germany (until 1990 former territory of the FRG)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,771.95281",""
"2012","Estonia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","14,724.11246",""
"2012","Ireland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","11,476.25229",""
"2012","Greece","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","8,144.73003",""
"2012","Spain","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,981.60394",""
"2012","France","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,278.68821",""
"2012","Croatia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,501.32491",""
"2012","Italy","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,006.74748",""
"2012","Latvia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,240.83245",""
"2012","Lithuania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,099.85262",""
"2012","Luxembourg","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","14,215.06267",""
"2012","Hungary","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,741.90033",""
"2012","Netherlands","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,518.08181",""
"2012","Austria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,263.13756",""
"2012","Poland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,101.28765",""
"2012","Portugal","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,449.31576",""
"2012","Romania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,488.88017",""
"2012","Slovenia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,773.75768",""
"2012","Slovakia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,387.84885",""
"2012","Finland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,690.26793",""
"2012","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,709.76418",""
"2012","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,532.30426",""
"2012","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","11,495.40937",""
"2012","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,263.76838",""
"2013","European Union (current composition)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,237.01329","s"
"2013","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,917.69422",""
"2013","Bulgaria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,260.9757",""
"2013","Czechia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,596.98924",""
"2013","Denmark","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","14,362.80783",""
"2013","Germany (until 1990 former territory of the FRG)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,877.24837",""
"2013","Estonia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","16,109.91982",""
"2013","Ireland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,852.18067",""
"2013","Greece","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,455.80794",""
"2013","Spain","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,396.00197",""
"2013","France","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,211.47917",""
"2013","Croatia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,311.40234",""
"2013","Italy","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,445.5908",""
"2013","Latvia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,221.66308",""
"2013","Lithuania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,929.0014",""
"2013","Luxembourg","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","13,899.13423",""
"2013","Hungary","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,582.33107",""
"2013","Netherlands","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,401.79392",""
"2013","Austria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,140.32153",""
"2013","Poland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,021.75359",""
"2013","Portugal","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,317.3083",""
"2013","Romania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,098.31629",""
"2013","Slovenia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,500.08569",""
"2013","Slovakia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,324.53728",""
"2013","Finland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,823.43331",""
"2013","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,460.63045",""
"2013","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,183.56004",""
"2013","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,882.96962",""
"2013","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,242.20829",""
"2014","European Union (current composition)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,005.43514","s"
"2014","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,683.27598",""
"2014","Bulgaria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,568.62175",""
"2014","Czechia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,529.6025",""
"2014","Denmark","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","13,533.36346",""
"2014","Germany (until 1990 former territory of the FRG)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,521.85744",""
"2014","Estonia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","15,530.65799",""
"2014","Ireland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,913.01024",""
"2014","Greece","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,236.64212",""
"2014","Spain","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,415.26025",""
"2014","France","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,928.99094",""
"2014","Croatia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,139.45053",""
"2014","Italy","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,209.58979",""
"2014","Latvia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,224.72191",""
"2014","Lithuania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,287.09932",""
"2014","Luxembourg","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","13,671.63501",""
"2014","Hungary","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,664.35382",""
"2014","Netherlands","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,401.35167",""
"2014","Austria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,828.3543",""
"2014","Poland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","8,799.13489",""
"2014","Portugal","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,336.08444",""
"2014","Romania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,129.53549",""
"2014","Slovenia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,795.45204",""
"2014","Slovakia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,984.86833",""
"2014","Finland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,941.9964",""
"2014","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,298.74847",""
"2014","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,721.11131",""
"2014","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,493.24127",""
"2014","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","3,994.09166",""
"2015","European Union (current composition)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,995.51975","s"
"2015","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,813.02586",""
"2015","Bulgaria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,036.50422",""
"2015","Czechia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,402.70024",""
"2015","Denmark","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","13,136.72605",""
"2015","Germany (until 1990 former territory of the FRG)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,402.69496",""
"2015","Estonia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","13,128.78565",""
"2015","Ireland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,810.40154",""
"2015","Greece","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,861.15603",""
"2015","Spain","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,711.42745",""
"2015","France","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,876.61089",""
"2015","Croatia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,184.6062",""
"2015","Italy","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,342.22374",""
"2015","Latvia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,415.78368",""
"2015","Lithuania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,424.07572",""
"2015","Luxembourg","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","14,476.96336",""
"2015","Hungary","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,871.10957",""
"2015","Netherlands","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,744.91786",""
"2015","Austria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,930.10066",""
"2015","Poland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","8,886.23002",""
"2015","Portugal","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,787.76767",""
"2015","Romania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,221.76738",""
"2015","Slovenia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,916.38638",""
"2015","Slovakia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,938.27147",""
"2015","Finland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,299.53536",""
"2015","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,240.70804",""
"2015","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,348.96144",""
"2015","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,553.27992",""
"2015","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","3,934.31944",""
"2016","European Union (current composition)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,912.95632","s"
"2016","Belgium","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,745.98575","s"
"2016","Bulgaria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,683.93496","s"
"2016","Czechia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,144.40784","s"
"2016","Denmark","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","13,617.0169",""
"2016","Germany (until 1990 former territory of the FRG)","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,297.51591","s"
"2016","Estonia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","13,999.33022","s"
"2016","Ireland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","11,094.10075","s"
"2016","Greece","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,618.96799","s"
"2016","Spain","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,676.07005","s"
"2016","France","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,952.54989","s"
"2016","Croatia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,036.0084","s"
"2016","Italy","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,399.18849","s"
"2016","Latvia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,297.89937","s"
"2016","Lithuania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","7,245.86923","s"
"2016","Luxembourg","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","13,764.16752","s"
"2016","Hungary","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","4,926.59938","s"
"2016","Netherlands","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","10,734.28011",""
"2016","Austria","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,828.2556","s"
"2016","Poland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","8,931.119","s"
"2016","Portugal","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,631.56659","s"
"2016","Romania","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,064.5175","s"
"2016","Slovenia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,779.39821","s"
"2016","Slovakia","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","6,875.62547","s"
"2016","Finland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","9,751.81286","s"
"2016","Sweden","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,296.46737",""
"2016","United Kingdom","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita","5,798.8259","e"
"2016","Norway","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita",":",""
"2016","Switzerland","Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent) ","Total - all NACE activities","Kilograms per capita",":",""
