"Zaposlene osebe po višini neto plaèe po: STATISTIÈNA REGIJA, RAZRED"
" ";" ";"2009";2275;1226;1049
" ";" ";"2010";2265;1238;1027
" ";" ";"2011";2296;1253;1043
" ";" ";"2012";2191;1187;1004
" ";" ";"2013";2253;1215;1038
" ";" ";"2014";2287;1274;1013
" ";" ";"2015";2300;1266;1034
" ";" ";"2016";2428;1306;1122
" ";" ";"2017 (zaèasni podatki)";2455;1288;1167
" ";"17"
" ";" ";"2009";2290;1075;1215
" ";" ";"2010";2238;1040;1198
" ";" ";"2011";2226;1042;1184
" ";" ";"2012";2276;1072;1204
" ";" ";"2013";2238;1057;1181
" ";" ";"2014";2229;1089;1140
" ";" ";"2015";2339;1180;1159
" ";" ";"2016";2349;1161;1188
" ";" ";"2017 (zaèasni podatki)";2389;1195;1194
" ";"18"
" ";" ";"2009";2361;1060;1301
" ";" ";"2010";2197;1035;1162
" ";" ";"2011";2205;1053;1152
" ";" ";"2012";2136;1059;1077
" ";" ";"2013";2091;1071;1020
" ";" ";"2014";2167;1112;1055
" ";" ";"2015";2104;1098;1006
" ";" ";"2016";2246;1226;1020
" ";" ";"2017 (zaèasni podatki)";2291;1267;1024
" ";"19"
" ";" ";"2009";2044;1071;973
" ";" ";"2010";1961;1060;901
" ";" ";"2011";1911;1046;865
" ";" ";"2012";1874;1026;848
" ";" ";"2013";1859;1083;776
" ";" ";"2014";1795;1053;742
" ";" ";"2015";1858;1123;735
" ";" ";"2016";1865;1145;720
" ";" ";"2017 (zaèasni podatki)";1939;1187;752
" ";"20"
" ";" ";"2009";1862;1256;606
" ";" ";"2010";1800;1212;588
" ";" ";"2011";1823;1220;603
" ";" ";"2012";1875;1289;586
" ";" ";"2013";2094;1474;620
" ";" ";"2014";2087;1488;599
" ";" ";"2015";2141;1542;599
" ";" ";"2016";2178;1567;611
" ";" ";"2017 (zaèasni podatki)";2162;1543;619
"Primorsko-notranjska"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";12182;6848;5334
" ";" ";"2010";12375;6863;5512
" ";" ";"2011";11037;5899;5138
" ";" ";"2012";10442;5644;4798
" ";" ";"2013";10062;5408;4654
" ";" ";"2014";10627;5771;4856
" ";" ";"2015";10286;5611;4675
" ";" ";"2016";10286;5533;4753
" ";" ";"2017 (zaèasni podatki)";10182;5524;4658
" ";"01"
" ";" ";"2009";701;441;260
" ";" ";"2010";787;368;419
" ";" ";"2011";655;277;378
" ";" ";"2012";629;301;328
" ";" ";"2013";650;318;332
" ";" ";"2014";752;326;426
" ";" ";"2015";717;285;432
" ";" ";"2016";548;231;317
" ";" ";"2017 (zaèasni podatki)";565;267;298
" ";"02"
" ";" ";"2009";843;404;439
" ";" ";"2010";842;409;433
" ";" ";"2011";839;391;448
" ";" ";"2012";677;268;409
" ";" ";"2013";678;268;410
" ";" ";"2014";658;248;410
" ";" ";"2015";720;286;434
" ";" ";"2016";641;260;381
" ";" ";"2017 (zaèasni podatki)";612;266;346
" ";"03"
" ";" ";"2009";896;396;500
" ";" ";"2010";847;372;475
" ";" ";"2011";748;350;398
" ";" ";"2012";725;332;393
" ";" ";"2013";618;275;343
" ";" ";"2014";711;326;385
" ";" ";"2015";638;313;325
" ";" ";"2016";639;279;360
" ";" ";"2017 (zaèasni podatki)";620;284;336
" ";"04"
" ";" ";"2009";696;336;360
" ";" ";"2010";749;365;384
" ";" ";"2011";660;308;352
" ";" ";"2012";641;270;371
" ";" ";"2013";680;277;403
" ";" ";"2014";660;311;349
" ";" ";"2015";637;288;349
" ";" ";"2016";665;281;384
" ";" ";"2017 (zaèasni podatki)";650;283;367
" ";"05"
" ";" ";"2009";704;338;366
" ";" ";"2010";726;376;350
" ";" ";"2011";663;349;314
" ";" ";"2012";646;310;336
" ";" ";"2013";656;316;340
" ";" ";"2014";693;364;329
" ";" ";"2015";645;337;308
" ";" ";"2016";674;312;362
" ";" ";"2017 (zaèasni podatki)";662;297;365
" ";"06"
" ";" ";"2009";693;411;282
" ";" ";"2010";771;418;353
" ";" ";"2011";662;338;324
" ";" ";"2012";617;331;286
" ";" ";"2013";600;349;251
" ";" ";"2014";648;363;285
" ";" ";"2015";583;336;247
" ";" ";"2016";616;345;271
" ";" ";"2017 (zaèasni podatki)";539;306;233
" ";"07"
" ";" ";"2009";661;380;281
" ";" ";"2010";685;390;295
" ";" ";"2011";611;324;287
" ";" ";"2012";602;355;247
" ";" ";"2013";523;328;195
" ";" ";"2014";585;347;238
" ";" ";"2015";580;338;242
" ";" ";"2016";608;373;235
" ";" ";"2017 (zaèasni podatki)";582;360;222
" ";"08"
" ";" ";"2009";715;425;290
" ";" ";"2010";703;435;268
" ";" ";"2011";570;350;220
" ";" ";"2012";571;387;184
" ";" ";"2013";574;391;183
" ";" ";"2014";576;378;198
" ";" ";"2015";585;397;188
" ";" ";"2016";594;379;215
" ";" ";"2017 (zaèasni podatki)";608;396;212
" ";"09"
" ";" ";"2009";617;391;226
" ";" ";"2010";698;445;253
" ";" ";"2011";602;394;208
" ";" ";"2012";557;366;191
" ";" ";"2013";536;372;164
" ";" ";"2014";602;396;206
" ";" ";"2015";530;337;193
" ";" ";"2016";634;427;207
" ";" ";"2017 (zaèasni podatki)";617;419;198
" ";"10"
" ";" ";"2009";574;380;194
" ";" ";"2010";610;402;208
" ";" ";"2011";602;372;230
" ";" ";"2012";556;351;205
" ";" ";"2013";577;374;203
" ";" ";"2014";597;389;208
" ";" ";"2015";576;371;205
" ";" ";"2016";563;368;195
" ";" ";"2017 (zaèasni podatki)";563;362;201
" ";"11"
" ";" ";"2009";599;397;202
" ";" ";"2010";651;419;232
" ";" ";"2011";578;360;218
" ";" ";"2012";577;379;198
" ";" ";"2013";522;334;188
" ";" ";"2014";548;362;186
" ";" ";"2015";556;372;184
" ";" ";"2016";525;333;192
" ";" ";"2017 (zaèasni podatki)";551;334;217
" ";"12"
" ";" ";"2009";602;389;213
" ";" ";"2010";605;393;212
" ";" ";"2011";543;354;189
" ";" ";"2012";524;332;192
" ";" ";"2013";469;292;177
" ";" ";"2014";528;333;195
" ";" ";"2015";525;339;186
" ";" ";"2016";536;333;203
" ";" ";"2017 (zaèasni podatki)";520;313;207
" ";"13"
" ";" ";"2009";653;412;241
" ";" ";"2010";551;365;186
" ";" ";"2011";506;299;207
" ";" ";"2012";507;325;182
" ";" ";"2013";475;277;198
" ";" ";"2014";478;298;180
" ";" ";"2015";464;294;170
" ";" ";"2016";482;297;185
" ";" ";"2017 (zaèasni podatki)";528;319;209
" ";"14"
" ";" ";"2009";633;397;236
" ";" ";"2010";590;368;222
" ";" ";"2011";527;312;215
" ";" ";"2012";465;284;181
" ";" ";"2013";430;262;168
" ";" ";"2014";460;269;191
" ";" ";"2015";470;281;189
" ";" ";"2016";486;282;204
" ";" ";"2017 (zaèasni podatki)";479;272;207
" ";"15"
" ";" ";"2009";500;298;202
" ";" ";"2010";547;321;226
" ";" ";"2011";475;282;193
" ";" ";"2012";420;235;185
" ";" ";"2013";425;210;215
" ";" ";"2014";471;244;227
" ";" ";"2015";481;261;220
" ";" ";"2016";443;246;197
" ";" ";"2017 (zaèasni podatki)";459;262;197
" ";"16"
" ";" ";"2009";527;287;240
" ";" ";"2010";493;257;236
" ";" ";"2011";447;214;233
" ";" ";"2012";431;200;231
" ";" ";"2013";401;184;217
" ";" ";"2014";395;199;196
" ";" ";"2015";372;183;189
" ";" ";"2016";428;189;239
" ";" ";"2017 (zaèasni podatki)";447;203;244
" ";"17"
" ";" ";"2009";500;229;271
" ";" ";"2010";507;236;271
" ";" ";"2011";424;158;266
" ";" ";"2012";392;161;231
" ";" ";"2013";405;152;253
" ";" ";"2014";423;162;261
" ";" ";"2015";383;143;240
" ";" ";"2016";417;157;260
" ";" ";"2017 (zaèasni podatki)";396;139;257
" ";"18"
" ";" ";"2009";464;203;261
" ";" ";"2010";441;189;252
" ";" ";"2011";396;161;235
" ";" ";"2012";388;159;229
" ";" ";"2013";351;137;214
" ";" ";"2014";344;147;197
" ";" ";"2015";329;145;184
" ";" ";"2016";322;154;168
" ";" ";"2017 (zaèasni podatki)";330;158;172
" ";"19"
" ";" ";"2009";353;167;186
" ";" ";"2010";337;176;161
" ";" ";"2011";295;143;152
" ";" ";"2012";303;149;154
" ";" ";"2013";270;139;131
" ";" ";"2014";264;138;126
" ";" ";"2015";261;137;124
" ";" ";"2016";237;124;113
" ";" ";"2017 (zaèasni podatki)";235;130;105
" ";"20"
" ";" ";"2009";251;167;84
" ";" ";"2010";235;159;76
" ";" ";"2011";234;163;71
" ";" ";"2012";214;149;65
" ";" ";"2013";222;153;69
" ";" ";"2014";234;171;63
" ";" ";"2015";234;168;66
" ";" ";"2016";228;163;65
" ";" ";"2017 (zaèasni podatki)";219;154;65
"Goriška"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";33332;18671;14661
" ";" ";"2010";31604;17543;14061
" ";" ";"2011";30448;16415;14033
" ";" ";"2012";29657;16025;13632
" ";" ";"2013";29142;15734;13408
" ";" ";"2014";29537;16028;13509
" ";" ";"2015";29201;15886;13315
" ";" ";"2016";29425;16158;13267
" ";" ";"2017 (zaèasni podatki)";30493;16676;13817
" ";"01"
" ";" ";"2009";1410;892;518
" ";" ";"2010";1280;764;516
" ";" ";"2011";1129;582;547
" ";" ";"2012";1133;517;616
" ";" ";"2013";1082;499;583
" ";" ";"2014";1188;547;641
" ";" ";"2015";1266;538;728
" ";" ";"2016";1146;515;631
" ";" ";"2017 (zaèasni podatki)";1078;465;613
" ";"02"
" ";" ";"2009";1291;613;678
" ";" ";"2010";1206;582;624
" ";" ";"2011";1347;568;779
" ";" ";"2012";1225;511;714
" ";" ";"2013";1384;552;832
" ";" ";"2014";1248;494;754
" ";" ";"2015";1216;481;735
" ";" ";"2016";1203;508;695
" ";" ";"2017 (zaèasni podatki)";1297;527;770
" ";"03"
" ";" ";"2009";1413;603;810
" ";" ";"2010";1472;602;870
" ";" ";"2011";1360;552;808
" ";" ";"2012";1522;621;901
" ";" ";"2013";1347;634;713
" ";" ";"2014";1640;788;852
" ";" ";"2015";1505;660;845
" ";" ";"2016";1460;671;789
" ";" ";"2017 (zaèasni podatki)";1445;681;764
" ";"04"
" ";" ";"2009";1829;767;1062
" ";" ";"2010";1570;655;915
" ";" ";"2011";1503;649;854
" ";" ";"2012";1579;735;844
" ";" ";"2013";1425;596;829
" ";" ";"2014";1496;659;837
" ";" ";"2015";1586;697;889
" ";" ";"2016";1484;632;852
" ";" ";"2017 (zaèasni podatki)";1582;660;922
" ";"05"
" ";" ";"2009";1760;835;925
" ";" ";"2010";1603;727;876
" ";" ";"2011";1618;795;823
" ";" ";"2012";1616;787;829
" ";" ";"2013";1543;713;830
" ";" ";"2014";1601;743;858
" ";" ";"2015";1535;698;837
" ";" ";"2016";1483;700;783
" ";" ";"2017 (zaèasni podatki)";1686;802;884
" ";"06"
" ";" ";"2009";1820;972;848
" ";" ";"2010";1741;887;854
" ";" ";"2011";1665;842;823
" ";" ";"2012";1607;850;757
" ";" ";"2013";1571;806;765
" ";" ";"2014";1608;827;781
" ";" ";"2015";1628;885;743
" ";" ";"2016";1593;862;731
" ";" ";"2017 (zaèasni podatki)";1769;928;841
" ";"07"
" ";" ";"2009";1896;1097;799
" ";" ";"2010";1665;982;683
" ";" ";"2011";1698;1009;689
" ";" ";"2012";1653;949;704
" ";" ";"2013";1639;935;704
" ";" ";"2014";1579;915;664
" ";" ";"2015";1569;883;686
" ";" ";"2016";1729;991;738
" ";" ";"2017 (zaèasni podatki)";1730;957;773
" ";"08"
" ";" ";"2009";1816;1177;639
" ";" ";"2010";1706;1045;661
" ";" ";"2011";1689;991;698
" ";" ";"2012";1629;968;661
" ";" ";"2013";1680;994;686
" ";" ";"2014";1633;979;654
" ";" ";"2015";1696;1014;682
" ";" ";"2016";1593;968;625
" ";" ";"2017 (zaèasni podatki)";1830;1125;705
" ";"09"
" ";" ";"2009";1890;1271;619
" ";" ";"2010";1787;1123;664
" ";" ";"2011";1676;1030;646
" ";" ";"2012";1590;994;596
" ";" ";"2013";1606;1005;601
" ";" ";"2014";1716;1024;692
" ";" ";"2015";1672;1006;666
" ";" ";"2016";1712;1042;670
" ";" ";"2017 (zaèasni podatki)";1770;1082;688
" ";"10"
" ";" ";"2009";1823;1216;607
" ";" ";"2010";1831;1174;657
" ";" ";"2011";1735;1048;687
" ";" ";"2012";1651;1036;615
" ";" ";"2013";1700;1014;686
" ";" ";"2014";1682;1042;640
" ";" ";"2015";1657;1018;639
" ";" ";"2016";1693;1004;689
" ";" ";"2017 (zaèasni podatki)";1746;1037;709
" ";"11"
" ";" ";"2009";2050;1336;714
" ";" ";"2010";1805;1140;665
" ";" ";"2011";1705;1013;692
" ";" ";"2012";1622;957;665
" ";" ";"2013";1682;1042;640
" ";" ";"2014";1578;932;646
" ";" ";"2015";1666;1014;652
" ";" ";"2016";1631;969;662
" ";" ";"2017 (zaèasni podatki)";1712;1060;652
" ";"12"
" ";" ";"2009";1804;1038;766
" ";" ";"2010";1758;1104;654
" ";" ";"2011";1718;1002;716
" ";" ";"2012";1617;946;671
" ";" ";"2013";1553;922;631
" ";" ";"2014";1560;951;609
" ";" ";"2015";1502;924;578
" ";" ";"2016";1574;979;595
" ";" ";"2017 (zaèasni podatki)";1626;981;645
" ";"13"
" ";" ";"2009";1674;967;707
" ";" ";"2010";1784;1074;710
" ";" ";"2011";1594;921;673
" ";" ";"2012";1518;882;636
" ";" ";"2013";1621;974;647
" ";" ";"2014";1549;915;634
" ";" ";"2015";1492;894;598
" ";" ";"2016";1598;950;648
" ";" ";"2017 (zaèasni podatki)";1649;997;652
" ";"14"
" ";" ";"2009";1694;988;706
" ";" ";"2010";1594;936;658
" ";" ";"2011";1545;890;655
" ";" ";"2012";1500;884;616
" ";" ";"2013";1440;826;614
" ";" ";"2014";1444;819;625
" ";" ";"2015";1497;883;614
" ";" ";"2016";1549;942;607
" ";" ";"2017 (zaèasni podatki)";1556;924;632
" ";"15"
" ";" ";"2009";1614;888;726
" ";" ";"2010";1566;896;670
" ";" ";"2011";1488;857;631
" ";" ";"2012";1470;818;652
" ";" ";"2013";1440;804;636
" ";" ";"2014";1456;836;620
" ";" ";"2015";1437;828;609
" ";" ";"2016";1484;843;641
" ";" ";"2017 (zaèasni podatki)";1486;833;653
" ";"16"
" ";" ";"2009";1571;870;701
" ";" ";"2010";1569;857;712
" ";" ";"2011";1532;837;695
" ";" ";"2012";1487;794;693
" ";" ";"2013";1420;718;702
" ";" ";"2014";1479;772;707
" ";" ";"2015";1448;768;680
" ";" ";"2016";1444;737;707
" ";" ";"2017 (zaèasni podatki)";1436;737;699
" ";"17"
" ";" ";"2009";1672;760;912
" ";" ";"2010";1619;719;900
" ";" ";"2011";1527;646;881
" ";" ";"2012";1415;610;805
" ";" ";"2013";1467;638;829
" ";" ";"2014";1483;693;790
" ";" ";"2015";1413;664;749
" ";" ";"2016";1460;682;778
" ";" ";"2017 (zaèasni podatki)";1553;753;800
" ";"18"
" ";" ";"2009";1468;629;839
" ";" ";"2010";1435;655;780
" ";" ";"2011";1427;616;811
" ";" ";"2012";1442;671;771
" ";" ";"2013";1339;672;667
" ";" ";"2014";1376;668;708
" ";" ";"2015";1350;699;651
" ";" ";"2016";1373;729;644
" ";" ";"2017 (zaèasni podatki)";1349;708;641
" ";"19"
" ";" ";"2009";1487;803;684
" ";" ";"2010";1382;772;610
" ";" ";"2011";1311;741;570
" ";" ";"2012";1316;766;550
" ";" ";"2013";1246;741;505
" ";" ";"2014";1279;779;500
" ";" ";"2015";1175;714;461
" ";" ";"2016";1271;782;489
" ";" ";"2017 (zaèasni podatki)";1257;786;471
" ";"20"
" ";" ";"2009";1350;949;401
" ";" ";"2010";1231;849;382
" ";" ";"2011";1181;826;355
" ";" ";"2012";1065;729;336
" ";" ";"2013";957;649;308
" ";" ";"2014";942;645;297
" ";" ";"2015";891;618;273
" ";" ";"2016";945;652;293
" ";" ";"2017 (zaèasni podatki)";936;633;303
"Obalno-kraška"
" ";"Razred neto - SKUPAJ"
" ";" ";"2009";31889;18173;13716
" ";" ";"2010";31042;17651;13391
" ";" ";"2011";30066;16453;13613
" ";" ";"2012";28085;15227;12858
" ";" ";"2013";27062;14481;12581
" ";" ";"2014";27459;14824;12635
" ";" ";"2015";27257;14861;12396
" ";" ";"2016";27545;14944;12601
" ";" ";"2017 (zaèasni podatki)";29086;15935;13151
" ";"01"
" ";" ";"2009";1685;1195;490
" ";" ";"2010";1500;980;520
" ";" ";"2011";1441;817;624
" ";" ";"2012";1498;797;701
" ";" ";"2013";1423;723;700
" ";" ";"2014";1451;738;713
" ";" ";"2015";1496;767;729
" ";" ";"2016";1377;754;623
" ";" ";"2017 (zaèasni podatki)";1446;772;674
" ";"02"
" ";" ";"2009";1526;903;623
" ";" ";"2010";1655;925;730
" ";" ";"2011";1641;831;810
" ";" ";"2012";1349;652;697
" ";" ";"2013";1409;696;713
" ";" ";"2014";1325;634;691
" ";" ";"2015";1497;780;717
" ";" ";"2016";1481;732;749
" ";" ";"2017 (zaèasni podatki)";1582;807;775
" ";"03"
" ";" ";"2009";1445;646;799
" ";" ";"2010";1504;781;723
" ";" ";"2011";1470;800;670
" ";" ";"2012";1412;769;643
" ";" ";"2013";1336;784;552
" ";" ";"2014";1468;818;650
" ";" ";"2015";1387;764;623
" ";" ";"2016";1481;781;700
" ";" ";"2017 (zaèasni podatki)";1511;804;707
" ";"04"
" ";" ";"2009";1352;613;739
" ";" ";"2010";1491;737;754
" ";" ";"2011";1466;742;724
" ";" ";"2012";1268;635;633
" ";" ";"2013";1342;660;682
" ";" ";"2014";1272;658;614
" ";" ";"2015";1392;733;659
" ";" ";"2016";1376;716;660
" ";" ";"2017 (zaèasni podatki)";1542;792;750
" ";"05"
" ";" ";"2009";1278;658;620
" ";" ";"2010";1430;735;695
" ";" ";"2011";1371;727;644
" ";" ";"2012";1315;684;631
" ";" ";"2013";1243;653;590
" ";" ";"2014";1292;701;591
" ";" ";"2015";1237;725;512
" ";" ";"2016";1239;671;568
" ";" ";"2017 (zaèasni podatki)";1457;786;671
" ";"06"
" ";" ";"2009";1405;789;616
" ";" ";"2010";1493;874;619
" ";" ";"2011";1460;805;655
" ";" ";"2012";1331;751;580
" ";" ";"2013";1265;754;511
" ";" ";"2014";1312;778;534
" ";" ";"2015";1320;737;583
" ";" ";"2016";1296;712;584
" ";" ";"2017 (zaèasni podatki)";1545;859;686
" ";"07"
" ";" ";"2009";1417;843;574
" ";" ";"2010";1428;874;554
" ";" ";"2011";1457;864;593
" ";" ";"2012";1475;878;597
" ";" ";"2013";1409;818;591
" ";" ";"2014";1427;815;612
" ";" ";"2015";1384;833;551
" ";" ";"2016";1414;843;571
" ";" ";"2017 (zaèasni podatki)";1473;913;560
" ";"08"
" ";" ";"2009";1453;898;555
" ";" ";"2010";1489;911;578
" ";" ";"2011";1549;920;629
" ";" ";"2012";1449;877;572
" ";" ";"2013";1431;883;548
" ";" ";"2014";1393;846;547
" ";" ";"2015";1428;870;558
" ";" ";"2016";1385;833;552
" ";" ";"2017 (zaèasni podatki)";1494;926;568
" ";"09"
" ";" ";"2009";1580;980;600
" ";" ";"2010";1485;894;591
" ";" ";"2011";1574;952;622
" ";" ";"2012";1466;870;596
" ";" ";"2013";1481;903;578
" ";" ";"2014";1442;854;588
" ";" ";"2015";1370;800;570
" ";" ";"2016";1369;821;548
" ";" ";"2017 (zaèasni podatki)";1396;840;556
" ";"10"
" ";" ";"2009";1656;976;680
" ";" ";"2010";1580;932;648
" ";" ";"2011";1518;862;656
" ";" ";"2012";1429;819;610
" ";" ";"2013";1295;731;564
" ";" ";"2014";1315;762;553
" ";" ";"2015";1311;761;550
" ";" ";"2016";1340;720;620
" ";" ";"2017 (zaèasni podatki)";1458;805;653
" ";"11"
" ";" ";"2009";1623;973;650
" ";" ";"2010";1544;904;640
" ";" ";"2011";1483;807;676
" ";" ";"2012";1402;768;634
" ";" ";"2013";1314;708;606
" ";" ";"2014";1340;708;632
" ";" ";"2015";1374;713;661
" ";" ";"2016";1370;729;641
" ";" ";"2017 (zaèasni podatki)";1436;780;656
" ";"12"
" ";" ";"2009";1758;983;775
" ";" ";"2010";1602;894;708
" ";" ";"2011";1645;876;769
" ";" ";"2012";1444;727;717
" ";" ";"2013";1398;692;706
" ";" ";"2014";1364;679;685
" ";" ";"2015";1344;684;660
" ";" ";"2016";1396;718;678
" ";" ";"2017 (zaèasni podatki)";1358;699;659
" ";"13"
" ";" ";"2009";1808;956;852
" ";" ";"2010";1689;925;764
" ";" ";"2011";1557;812;745
" ";" ";"2012";1422;701;721
" ";" ";"2013";1370;646;724
" ";" ";"2014";1381;662;719
" ";" ";"2015";1318;670;648
" ";" ";"2016";1307;677;630
" ";" ";"2017 (zaèasni podatki)";1406;723;683
" ";"14"
" ";" ";"2009";1815;1035;780
" ";" ";"2010";1704;938;766
" ";" ";"2011";1488;772;716
" ";" ";"2012";1385;698;687
" ";" ";"2013";1336;646;690
" ";" ";"2014";1368;717;651
" ";" ";"2015";1329;672;657
" ";" ";"2016";1341;694;647
" ";" ";"2017 (zaèasni podatki)";1400;707;693
" ";"15"
" ";" ";"2009";1828;1016;812
" ";" ";"2010";1662;945;717
" ";" ";"2011";1553;832;721
" ";" ";"2012";1481;831;650
" ";" ";"2013";1299;646;653
" ";" ";"2014";1448;771;677
" ";" ";"2015";1296;683;613
" ";" ";"2016";1399;714;685
" ";" ";"2017 (zaèasni podatki)";1401;687;714
" ";"16"
" ";" ";"2009";1786;1069;717
" ";" ";"2010";1690;979;711
" ";" ";"2011";1521;792;729
" ";" ";"2012";1477;772;705
" ";" ";"2013";1371;660;711
" ";" ";"2014";1401;708;693
" ";" ";"2015";1316;631;685
" ";" ";"2016";1356;650;706
" ";" ";"2017 (zaèasni podatki)";1413;694;719
" ";"17"
" ";" ";"2009";1763;936;827
" ";" ";"2010";1651;860;791
" ";" ";"2011";1572;771;801
" ";" ";"2012";1489;725;764
" ";" ";"2013";1394;620;774
" ";" ";"2014";1437;645;792
" ";" ";"2015";1407;637;770
" ";" ";"2016";1419;672;747
" ";" ";"2017 (zaèasni podatki)";1432;711;721
" ";"18"
" ";" ";"2009";1755;905;850
" ";" ";"2010";1683;885;798
" ";" ";"2011";1589;826;763
" ";" ";"2012";1519;784;735
" ";" ";"2013";1393;706;687
" ";" ";"2014";1426;729;697
" ";" ";"2015";1346;647;699
" ";" ";"2016";1431;718;713
" ";" ";"2017 (zaèasni podatki)";1508;813;695
" ";"19"
" ";" ";"2009";1605;914;691
" ";" ";"2010";1489;860;629
" ";" ";"2011";1469;845;624
" ";" ";"2012";1323;761;562
" ";" ";"2013";1389;801;588
" ";" ";"2014";1408;834;574
" ";" ";"2015";1389;872;517
" ";" ";"2016";1436;890;546
" ";" ";"2017 (zaèasni podatki)";1475;915;560
" ";"20"
" ";" ";"2009";1351;885;466
" ";" ";"2010";1273;818;455
" ";" ";"2011";1242;800;442
" ";" ";"2012";1151;728;423
" ";" ";"2013";1164;751;413
" ";" ";"2014";1189;767;422
" ";" ";"2015";1316;882;434
" ";" ";"2016";1332;899;433
" ";" ";"2017 (zaèasni podatki)";1353;902;451

"Vir: Statistièni urad Republike Slovenije."

"Povezane vsebine: "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=8153 target=_blank) Metodološka pojasnila"

"Podatki so teritorialno razvršèeni po Klasifikaciji statistiènih "
"teritorialnih enot v Evropski uniji (The Classification  of "
"Territorial Units for Statistics) – NUTS ((seznam "
"HREF=http://www.stat.si/statweb/Methods/Classifications "
"TARGET=_blank) opis in pojasnila), raven NUTS 3. Podatki o spremembah "
"posameznih statistiènih regij so dostopni tudi na (seznam "
"HREF=http://www.stat.si/dokument/8484 TARGET=_blank) povezavi."

"Meje neto razredov za posamezna leta si lahko ogledate v dokumentu "
"(seznam "
"HREF=http://www.stat.si/StatWeb/File/DocSysFile/10079/Meje_neto_razre-"
"dov.xlsx=_blank) Meje neto razredov."

"Podatki za leto 2017 so zaèasni."

